"Course Code (long)","faculty","course_code","name","credits","level","term","section_number","location","instructor","capacity","enrolled","status","meeting_type","meeting_date","meeting_start_date","meeting_end_date","meeting_days","meeting_start_time","meeting_end_time","meeting_building","meeting_room"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Tues","12:30 PM","01:20 PM","SSC","2306A"
"BIOL*1090*0108","BIOL","1090","Intro to Molecular & Cell Biol","0.50","Undergraduate","Winter 2023","0108","Guelph","T. Van Raay","5","5","Open","LEC",,"2023/01/09","2023/04/25","Mon Wed","08:30 AM","09:20 AM","ROZH","104"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Tues","01:30 PM","02:20 PM","SSC","2306A"
"BIOL*1090*0109","BIOL","1090","Intro to Molecular & Cell Biol","0.50","Undergraduate","Winter 2023","0109","Guelph","T. Van Raay","5","5","Open","LEC",,"2023/01/09","2023/04/25","Mon Wed","08:30 AM","09:20 AM","ROZH","104"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Tues","02:30 PM","03:20 PM","SSC","2306A"
"BIOL*1090*0110","BIOL","1090","Intro to Molecular & Cell Biol","0.50","Undergraduate","Winter 2023","0110","Guelph","T. Van Raay","5","5","Open","LEC",,"2023/01/09","2023/04/25","Mon Wed","08:30 AM","09:20 AM","ROZH","104"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Tues","03:30 PM","04:20 PM","SSC","2306A"
"BIOL*1090*0111","BIOL","1090","Intro to Molecular & Cell Biol","0.50","Undergraduate","Winter 2023","0111","Guelph","T. Van Raay","5","5","Open","LEC",,"2023/01/09","2023/04/25","Mon Wed","08:30 AM","09:20 AM","ROZH","104"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Wed","12:30 PM","01:20 PM","SSC","2306A"
"BIOL*1090*0112","BIOL","1090","Intro to Molecular & Cell Biol","0.50","Undergraduate","Winter 2023","0112","Guelph","T. Van Raay","5","5","Open","LEC",,"2023/01/09","2023/04/25","Mon Wed","08:30 AM","09:20 AM","ROZH","104"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Wed","01:30 PM","02:20 PM","SSC","2306A"
"BIOL*1090*0113","BIOL","1090","Intro to Molecular & Cell Biol","0.50","Undergraduate","Winter 2023","0113","Guelph","T. Van Raay","5","5","Open","LEC",,"2023/01/09","2023/04/25","Mon Wed","08:30 AM","09:20 AM","ROZH","104"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Wed","02:30 PM","03:20 PM","SSC","2306A"
"BIOL*1090*0114","BIOL","1090","Intro to Molecular & Cell Biol","0.50","Undergraduate","Winter 2023","0114","Guelph","T. Van Raay","5","5","Open","LEC",,"2023/01/09","2023/04/25","Mon Wed","08:30 AM","09:20 AM","ROZH","104"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Thur","09:30 AM","10:20 AM","SSC","2306A"
"BIOL*1090*0115","BIOL","1090","Intro to Molecular & Cell Biol","0.50","Undergraduate","Winter 2023","0115","Guelph","T. Van Raay","5","5","Open","LEC",,"2023/01/09","2023/04/25","Mon Wed","08:30 AM","09:20 AM","ROZH","104"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Thur","10:30 AM","11:20 AM","SSC","2306A"
"BIOL*1090*0116","BIOL","1090","Intro to Molecular & Cell Biol","0.50","Undergraduate","Winter 2023","0116","Guelph","T. Van Raay","5","5","Open","LEC",,"2023/01/09","2023/04/25","Mon Wed","08:30 AM","09:20 AM","ROZH","104"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Thur","11:30 AM","12:20 PM","SSC","2306A"
"BIOL*1090*0117","BIOL","1090","Intro to Molecular & Cell Biol","0.50","Undergraduate","Winter 2023","0117","Guelph","T. Van Raay","5","5","Open","LEC",,"2023/01/09","2023/04/25","Mon Wed","08:30 AM","09:20 AM","ROZH","104"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Thur","12:30 PM","01:20 PM","SSC","2306A"
"BIOL*1090*0118","BIOL","1090","Intro to Molecular & Cell Biol","0.50","Undergraduate","Winter 2023","0118","Guelph","T. Van Raay","5","5","Open","LEC",,"2023/01/09","2023/04/25","Mon Wed","08:30 AM","09:20 AM","ROZH","104"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Thur","01:30 PM","02:20 PM","SSC","2306A"
"BIOL*1090*0119","BIOL","1090","Intro to Molecular & Cell Biol","0.50","Undergraduate","Winter 2023","0119","Guelph","T. Van Raay","5","5","Open","LEC",,"2023/01/09","2023/04/25","Mon Wed","08:30 AM","09:20 AM","ROZH","104"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Thur","02:30 PM","03:20 PM","SSC","2306A"
"BIOL*1090*0221","BIOL","1090","Intro to Molecular & Cell Biol","0.50","Undergraduate","Winter 2023","0221","Guelph","T. Van Raay","5","5","Open","LEC",,"2023/01/09","2023/04/25","Mon Wed","03:30 PM","04:20 PM","ROZH","104"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Mon","12:30 PM","01:20 PM","SSC","2306B"
"BIOL*1090*0222","BIOL","1090","Intro to Molecular & Cell Biol","0.50","Undergraduate","Winter 2023","0222","Guelph","T. Van Raay","5","5","Open","LEC",,"2023/01/09","2023/04/25","Mon Wed","03:30 PM","04:20 PM","ROZH","104"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Mon","01:30 PM","02:20 PM","SSC","2306B"
"BIOL*1090*0223","BIOL","1090","Intro to Molecular & Cell Biol","0.50","Undergraduate","Winter 2023","0223","Guelph","T. Van Raay","5","5","Open","LEC",,"2023/01/09","2023/04/25","Mon Wed","03:30 PM","04:20 PM","ROZH","104"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Mon","02:30 PM","03:20 PM","SSC","2306B"
"BIOL*1090*0224","BIOL","1090","Intro to Molecular & Cell Biol","0.50","Undergraduate","Winter 2023","0224","Guelph","T. Van Raay","5","5","Open","LEC",,"2023/01/09","2023/04/25","Mon Wed","03:30 PM","04:20 PM","ROZH","104"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Tues","09:30 AM","10:20 AM","SSC","2306B"
"BIOL*1090*0225","BIOL","1090","Intro to Molecular & Cell Biol","0.50","Undergraduate","Winter 2023","0225","Guelph","T. Van Raay","5","5","Open","LEC",,"2023/01/09","2023/04/25","Mon Wed","03:30 PM","04:20 PM","ROZH","104"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Tues","10:30 AM","11:20 AM","SSC","2306B"
"BIOL*1090*0226","BIOL","1090","Intro to Molecular & Cell Biol","0.50","Undergraduate","Winter 2023","0226","Guelph","T. Van Raay","5","5","Open","LEC",,"2023/01/09","2023/04/25","Mon Wed","03:30 PM","04:20 PM","ROZH","104"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Tues","11:30 AM","12:20 PM","SSC","2306B"
"BIOL*1090*0227","BIOL","1090","Intro to Molecular & Cell Biol","0.50","Undergraduate","Winter 2023","0227","Guelph","T. Van Raay","5","5","Open","LEC",,"2023/01/09","2023/04/25","Mon Wed","03:30 PM","04:20 PM","ROZH","104"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Tues","12:30 PM","01:20 PM","SSC","2306B"
"BIOL*1090*0228","BIOL","1090","Intro to Molecular & Cell Biol","0.50","Undergraduate","Winter 2023","0228","Guelph","T. Van Raay","5","5","Open","LEC",,"2023/01/09","2023/04/25","Mon Wed","03:30 PM","04:20 PM","ROZH","104"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Tues","01:30 PM","02:20 PM","SSC","2306B"
"BIOL*1090*0229","BIOL","1090","Intro to Molecular & Cell Biol","0.50","Undergraduate","Winter 2023","0229","Guelph","T. Van Raay","5","5","Open","LEC",,"2023/01/09","2023/04/25","Mon Wed","03:30 PM","04:20 PM","ROZH","104"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Tues","02:30 PM","03:20 PM","SSC","2306B"
"BIOL*1090*0230","BIOL","1090","Intro to Molecular & Cell Biol","0.50","Undergraduate","Winter 2023","0230","Guelph","T. Van Raay","5","5","Open","LEC",,"2023/01/09","2023/04/25","Mon Wed","03:30 PM","04:20 PM","ROZH","104"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Tues","03:30 PM","04:20 PM","SSC","2306B"
"BIOL*1090*0231","BIOL","1090","Intro to Molecular & Cell Biol","0.50","Undergraduate","Winter 2023","0231","Guelph","T. Van Raay","5","5","Open","LEC",,"2023/01/09","2023/04/25","Mon Wed","03:30 PM","04:20 PM","ROZH","104"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Wed","12:30 PM","01:20 PM","SSC","2306B"
"BIOL*1090*0232","BIOL","1090","Intro to Molecular & Cell Biol","0.50","Undergraduate","Winter 2023","0232","Guelph","T. Van Raay","5","5","Open","LEC",,"2023/01/09","2023/04/25","Mon Wed","03:30 PM","04:20 PM","ROZH","104"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Wed","01:30 PM","02:20 PM","SSC","2306B"
"BIOL*1090*0233","BIOL","1090","Intro to Molecular & Cell Biol","0.50","Undergraduate","Winter 2023","0233","Guelph","T. Van Raay","5","5","Open","LEC",,"2023/01/09","2023/04/25","Mon Wed","03:30 PM","04:20 PM","ROZH","104"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Wed","02:30 PM","03:20 PM","SSC","2306B"
"BIOL*1090*0234","BIOL","1090","Intro to Molecular & Cell Biol","0.50","Undergraduate","Winter 2023","0234","Guelph","T. Van Raay","5","5","Open","LEC",,"2023/01/09","2023/04/25","Mon Wed","03:30 PM","04:20 PM","ROZH","104"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Thur","09:30 AM","10:20 AM","SSC","2306B"
"BIOL*1090*0235","BIOL","1090","Intro to Molecular & Cell Biol","0.50","Undergraduate","Winter 2023","0235","Guelph","T. Van Raay","5","5","Open","LEC",,"2023/01/09","2023/04/25","Mon Wed","03:30 PM","04:20 PM","ROZH","104"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Thur","10:30 AM","11:20 AM","SSC","2306B"
"BIOL*1090*0236","BIOL","1090","Intro to Molecular & Cell Biol","0.50","Undergraduate","Winter 2023","0236","Guelph","T. Van Raay","5","5","Open","LEC",,"2023/01/09","2023/04/25","Mon Wed","03:30 PM","04:20 PM","ROZH","104"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Thur","11:30 AM","12:20 PM","SSC","2306B"
"BIOL*1090*0237","BIOL","1090","Intro to Molecular & Cell Biol","0.50","Undergraduate","Winter 2023","0237","Guelph","T. Van Raay","5","5","Open","LEC",,"2023/01/09","2023/04/25","Mon Wed","03:30 PM","04:20 PM","ROZH","104"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Thur","12:30 PM","01:20 PM","SSC","2306B"
"BIOL*1090*0238","BIOL","1090","Intro to Molecular & Cell Biol","0.50","Undergraduate","Winter 2023","0238","Guelph","T. Van Raay","5","5","Open","LEC",,"2023/01/09","2023/04/25","Mon Wed","03:30 PM","04:20 PM","ROZH","104"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Thur","01:30 PM","02:20 PM","SSC","2306B"
"BIOL*1090*0239","BIOL","1090","Intro to Molecular & Cell Biol","0.50","Undergraduate","Winter 2023","0239","Guelph","T. Van Raay","5","5","Open","LEC",,"2023/01/09","2023/04/25","Mon Wed","03:30 PM","04:20 PM","ROZH","104"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Thur","02:30 PM","03:20 PM","SSC","2306B"
"BIOL*1090*0341","BIOL","1090","Intro to Molecular & Cell Biol","0.50","Undergraduate","Winter 2023","0341","Guelph","T. Van Raay","5","5","Open","LEC",,"2023/01/09","2023/04/25","Mon Wed","03:30 PM","04:20 PM","AD-S","VIRTUAL"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Tues","04:30 PM","05:20 PM","SSC","2306"
"BIOL*1090*0342","BIOL","1090","Intro to Molecular & Cell Biol","0.50","Undergraduate","Winter 2023","0342","Guelph","T. Van Raay","5","5","Open","LEC",,"2023/01/09","2023/04/25","Mon Wed","03:30 PM","04:20 PM","AD-S","VIRTUAL"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Wed","09:30 AM","10:20 AM","SSC","2306"
"BIOL*1090*0343","BIOL","1090","Intro to Molecular & Cell Biol","0.50","Undergraduate","Winter 2023","0343","Guelph","T. Van Raay","5","5","Open","LEC",,"2023/01/09","2023/04/25","Mon Wed","03:30 PM","04:20 PM","AD-S","VIRTUAL"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Wed","10:30 AM","11:20 AM","SSC","2306"
"BIOL*1090*0344","BIOL","1090","Intro to Molecular & Cell Biol","0.50","Undergraduate","Winter 2023","0344","Guelph","T. Van Raay","5","5","Open","LEC",,"2023/01/09","2023/04/25","Mon Wed","03:30 PM","04:20 PM","AD-S","VIRTUAL"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Wed","11:30 AM","12:20 PM","SSC","2306"
"BIOL*1090*0345","BIOL","1090","Intro to Molecular & Cell Biol","0.50","Undergraduate","Winter 2023","0345","Guelph","T. Van Raay","5","5","Open","LEC",,"2023/01/09","2023/04/25","Mon Wed","03:30 PM","04:20 PM","AD-S","VIRTUAL"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Wed","04:30 PM","05:20 PM","SSC","2306"
"BIOL*1090*0347","BIOL","1090","Intro to Molecular & Cell Biol","0.50","Undergraduate","Winter 2023","0347","Guelph","T. Van Raay","5","5","Open","LEC",,"2023/01/09","2023/04/25","Mon Wed","03:30 PM","04:20 PM","AD-S","VIRTUAL"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Tues","04:30 PM","05:20 PM","SSC","2306"
"BIOL*1090*0348","BIOL","1090","Intro to Molecular & Cell Biol","0.50","Undergraduate","Winter 2023","0348","Guelph","T. Van Raay","5","5","Open","LEC",,"2023/01/09","2023/04/25","Mon Wed","03:30 PM","04:20 PM","AD-S","VIRTUAL"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Wed","09:30 AM","10:20 AM","SSC","2306"
"BIOL*1090*0349","BIOL","1090","Intro to Molecular & Cell Biol","0.50","Undergraduate","Winter 2023","0349","Guelph","T. Van Raay","5","5","Open","LEC",,"2023/01/09","2023/04/25","Mon Wed","03:30 PM","04:20 PM","AD-S","VIRTUAL"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Wed","10:30 AM","11:20 AM","SSC","2306"
"BIOL*1090*0350","BIOL","1090","Intro to Molecular & Cell Biol","0.50","Undergraduate","Winter 2023","0350","Guelph","T. Van Raay","5","5","Open","LEC",,"2023/01/09","2023/04/25","Mon Wed","03:30 PM","04:20 PM","AD-S","VIRTUAL"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Wed","11:30 AM","12:20 PM","SSC","2306"
"BIOL*1090*0351","BIOL","1090","Intro to Molecular & Cell Biol","0.50","Undergraduate","Winter 2023","0351","Guelph","T. Van Raay","5","5","Open","LEC",,"2023/01/09","2023/04/25","Mon Wed","03:30 PM","04:20 PM","AD-S","VIRTUAL"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Wed","04:30 PM","05:20 PM","SSC","2306"
"BIOL*1500*01","BIOL","1500","Humans in the Natural World","0.50","Undergraduate","Fall 2022","01","Guelph","M. Zaman","300","0","Closed","LEC",,"2022/09/08","2022/12/16","Tues Thur","02:30 PM","03:50 PM","THRN","1200"
,,,,,,,,,,,,,"EXAM","2022/12/10",,,"Sat","02:30 PM","04:30 PM",,
"BIOL*1500*DE01","BIOL","1500","Humans in the Natural World","0.50","Undergraduate","Winter 2023","DE01","Guelph","TBA TBA","400","400","Open","Distance Education",,"2023/01/09","2023/04/25",,,,,
"BIOL*2060*DE01","BIOL","2060","Ecology","0.50","Undergraduate","Fall 2022","DE01","Guelph","T. Bartley","400","36","Open","Distance Education",,"2022/09/08","2022/12/16",,,,,
"BIOL*2060*0101","BIOL","2060","Ecology","0.50","Undergraduate","Winter 2023","0101","Guelph","E. Boulding","15","15","Open","LEC",,"2023/01/09","2023/04/25","Tues Thur","11:30 AM","12:50 PM","ALEX","200"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Mon","01:30 PM","02:20 PM","SSC","3315"
"BIOL*2060*0102","BIOL","2060","Ecology","0.50","Undergraduate","Winter 2023","0102","Guelph","E. Boulding","15","15","Open","LEC",,"2023/01/09","2023/04/25","Tues Thur","11:30 AM","12:50 PM","ALEX","200"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Mon","02:30 PM","03:20 PM","SSC","3315"
"BIOL*2060*0103","BIOL","2060","Ecology","0.50","Undergraduate","Winter 2023","0103","Guelph","E. Boulding","15","15","Open","LEC",,"2023/01/09","2023/04/25","Tues Thur","11:30 AM","12:50 PM","ALEX","200"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Mon","03:30 PM","04:20 PM","SSC","3315"
"BIOL*2060*0104","BIOL","2060","Ecology","0.50","Undergraduate","Winter 2023","0104","Guelph","E. Boulding","15","15","Open","LEC",,"2023/01/09","2023/04/25","Tues Thur","11:30 AM","12:50 PM","ALEX","200"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Mon","04:30 PM","05:20 PM","SSC","3315"
"BIOL*2060*0105","BIOL","2060","Ecology","0.50","Undergraduate","Winter 2023","0105","Guelph","E. Boulding","15","15","Open","LEC",,"2023/01/09","2023/04/25","Tues Thur","11:30 AM","12:50 PM","ALEX","200"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Tues","01:30 PM","02:20 PM","SSC","3315"
"BIOL*2060*0106","BIOL","2060","Ecology","0.50","Undergraduate","Winter 2023","0106","Guelph","E. Boulding","15","15","Open","LEC",,"2023/01/09","2023/04/25","Tues Thur","11:30 AM","12:50 PM","ALEX","200"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Tues","02:30 PM","03:20 PM","SSC","3315"
"BIOL*2060*0107","BIOL","2060","Ecology","0.50","Undergraduate","Winter 2023","0107","Guelph","E. Boulding","15","15","Open","LEC",,"2023/01/09","2023/04/25","Tues Thur","11:30 AM","12:50 PM","ALEX","200"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Tues","03:30 PM","04:20 PM","SSC","3315"
"BIOL*2060*0108","BIOL","2060","Ecology","0.50","Undergraduate","Winter 2023","0108","Guelph","E. Boulding","15","15","Open","LEC",,"2023/01/09","2023/04/25","Tues Thur","11:30 AM","12:50 PM","ALEX","200"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Tues","04:30 PM","05:20 PM","SSC","3315"
"BIOL*2400*0101","BIOL","2400","Evolution","0.50","Undergraduate","Fall 2022","0101","Guelph","E. Boulding","30","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon","09:30 AM","10:20 AM","AD-S","VIRTUAL"
,,,,,,,,,,,,,"LEC",,"2022/09/08","2022/12/16","Wed Fri","09:30 AM","10:20 AM","WMEM","103"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Fri","08:30 AM","09:20 AM","SSC","2306"
,,,,,,,,,,,,,"EXAM","2022/12/08",,,"Thur","08:30 AM","10:30 AM",,
"BIOL*2400*0102","BIOL","2400","Evolution","0.50","Undergraduate","Fall 2022","0102","Guelph","E. Boulding","30","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon","09:30 AM","10:20 AM","AD-S","VIRTUAL"
,,,,,,,,,,,,,"LEC",,"2022/09/08","2022/12/16","Wed Fri","09:30 AM","10:20 AM","WMEM","103"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Fri","08:30 AM","09:20 AM","SSC","2313"
,,,,,,,,,,,,,"EXAM","2022/12/08",,,"Thur","08:30 AM","10:30 AM",,
"BIOL*2400*0103","BIOL","2400","Evolution","0.50","Undergraduate","Fall 2022","0103","Guelph","E. Boulding","30","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon","09:30 AM","10:20 AM","AD-S","VIRTUAL"
,,,,,,,,,,,,,"LEC",,"2022/09/08","2022/12/16","Wed Fri","09:30 AM","10:20 AM","WMEM","103"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Fri","08:30 AM","09:20 AM","SSC","2314"
,,,,,,,,,,,,,"EXAM","2022/12/08",,,"Thur","08:30 AM","10:30 AM",,
"BIOL*2400*0104","BIOL","2400","Evolution","0.50","Undergraduate","Fall 2022","0104","Guelph","E. Boulding","30","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon","09:30 AM","10:20 AM","AD-S","VIRTUAL"
,,,,,,,,,,,,,"LEC",,"2022/09/08","2022/12/16","Wed Fri","09:30 AM","10:20 AM","WMEM","103"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Fri","11:30 AM","12:20 PM","SSC","2306"
,,,,,,,,,,,,,"EXAM","2022/12/08",,,"Thur","08:30 AM","10:30 AM",,
"BIOL*2400*0105","BIOL","2400","Evolution","0.50","Undergraduate","Fall 2022","0105","Guelph","E. Boulding","30","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon","09:30 AM","10:20 AM","AD-S","VIRTUAL"
,,,,,,,,,,,,,"LEC",,"2022/09/08","2022/12/16","Wed Fri","09:30 AM","10:20 AM","WMEM","103"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Fri","11:30 AM","12:20 PM","SSC","2313"
,,,,,,,,,,,,,"EXAM","2022/12/08",,,"Thur","08:30 AM","10:30 AM",,
"BIOL*2400*0106","BIOL","2400","Evolution","0.50","Undergraduate","Fall 2022","0106","Guelph","E. Boulding","30","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon","09:30 AM","10:20 AM","AD-S","VIRTUAL"
,,,,,,,,,,,,,"LEC",,"2022/09/08","2022/12/16","Wed Fri","09:30 AM","10:20 AM","WMEM","103"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Fri","11:30 AM","12:20 PM","SSC","2314"
,,,,,,,,,,,,,"EXAM","2022/12/08",,,"Thur","08:30 AM","10:30 AM",,
"BIOL*2400*0107","BIOL","2400","Evolution","0.50","Undergraduate","Fall 2022","0107","Guelph","E. Boulding","30","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon","09:30 AM","10:20 AM","AD-S","VIRTUAL"
,,,,,,,,,,,,,"LEC",,"2022/09/08","2022/12/16","Wed Fri","09:30 AM","10:20 AM","WMEM","103"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Fri","12:30 PM","01:20 PM","SSC","2306"
,,,,,,,,,,,,,"EXAM","2022/12/08",,,"Thur","08:30 AM","10:30 AM",,
"BIOL*2400*0108","BIOL","2400","Evolution","0.50","Undergraduate","Fall 2022","0108","Guelph","E. Boulding","30","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon","09:30 AM","10:20 AM","AD-S","VIRTUAL"
,,,,,,,,,,,,,"LEC",,"2022/09/08","2022/12/16","Wed Fri","09:30 AM","10:20 AM","WMEM","103"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Fri","12:30 PM","01:20 PM","SSC","2313"
,,,,,,,,,,,,,"EXAM","2022/12/08",,,"Thur","08:30 AM","10:30 AM",,
"BIOL*2400*0109","BIOL","2400","Evolution","0.50","Undergraduate","Fall 2022","0109","Guelph","E. Boulding","30","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon","09:30 AM","10:20 AM","AD-S","VIRTUAL"
,,,,,,,,,,,,,"LEC",,"2022/09/08","2022/12/16","Wed Fri","09:30 AM","10:20 AM","WMEM","103"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Fri","12:30 PM","01:20 PM","SSC","2314"
,,,,,,,,,,,,,"EXAM","2022/12/08",,,"Thur","08:30 AM","10:30 AM",,
"BIOL*2400*0110","BIOL","2400","Evolution","0.50","Undergraduate","Fall 2022","0110","Guelph","E. Boulding","30","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon","09:30 AM","10:20 AM","AD-S","VIRTUAL"
,,,,,,,,,,,,,"LEC",,"2022/09/08","2022/12/16","Wed Fri","09:30 AM","10:20 AM","WMEM","103"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Fri","01:30 PM","02:20 PM","SSC","2306"
,,,,,,,,,,,,,"EXAM","2022/12/08",,,"Thur","08:30 AM","10:30 AM",,
"BIOL*2400*0111","BIOL","2400","Evolution","0.50","Undergraduate","Fall 2022","0111","Guelph","E. Boulding","30","1","Open","LEC",,"2022/09/08","2022/12/16","Mon","09:30 AM","10:20 AM","AD-S","VIRTUAL"
,,,,,,,,,,,,,"LEC",,"2022/09/08","2022/12/16","Wed Fri","09:30 AM","10:20 AM","WMEM","103"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Fri","01:30 PM","02:20 PM","SSC","2313"
,,,,,,,,,,,,,"EXAM","2022/12/08",,,"Thur","08:30 AM","10:30 AM",,
"BIOL*2400*0112","BIOL","2400","Evolution","0.50","Undergraduate","Fall 2022","0112","Guelph","E. Boulding","30","4","Open","LEC",,"2022/09/08","2022/12/16","Mon","09:30 AM","10:20 AM","AD-S","VIRTUAL"
,,,,,,,,,,,,,"LEC",,"2022/09/08","2022/12/16","Wed Fri","09:30 AM","10:20 AM","WMEM","103"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Fri","01:30 PM","02:20 PM","SSC","2314"
,,,,,,,,,,,,,"EXAM","2022/12/08",,,"Thur","08:30 AM","10:30 AM",,
"BIOL*2400*0101","BIOL","2400","Evolution","0.50","Undergraduate","Winter 2023","0101","Guelph","J. Fu","15","15","Open","LEC",,"2023/01/09","2023/04/25","Mon Wed Fri","12:30 PM","01:20 PM","ALEX","100"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Fri","11:30 AM","12:20 PM","SSC","2304"
"BIOL*2400*0102","BIOL","2400","Evolution","0.50","Undergraduate","Winter 2023","0102","Guelph","J. Fu","15","15","Open","LEC",,"2023/01/09","2023/04/25","Mon Wed Fri","12:30 PM","01:20 PM","ALEX","100"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Fri","01:30 PM","02:20 PM","SSC","2304"
"BIOL*2400*0103","BIOL","2400","Evolution","0.50","Undergraduate","Winter 2023","0103","Guelph","J. Fu","15","15","Open","LEC",,"2023/01/09","2023/04/25","Mon Wed Fri","12:30 PM","01:20 PM","ALEX","100"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Fri","02:30 PM","03:20 PM","SSC","2304"
"BIOL*2400*0104","BIOL","2400","Evolution","0.50","Undergraduate","Winter 2023","0104","Guelph","J. Fu","15","15","Open","LEC",,"2023/01/09","2023/04/25","Mon Wed Fri","12:30 PM","01:20 PM","ALEX","100"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Fri","03:30 PM","04:20 PM","SSC","2304"
"BIOL*3010*0101","BIOL","3010","Lab & Field Work in Ecology","0.50","Undergraduate","Fall 2022","0101","Guelph","C. Caruso, D. Norris","80","0","Closed","LEC",,"2022/09/08","2022/12/16","Tues Thur","10:00 AM","11:20 AM","AD-S","VIRTUAL"
