"Course Code (long)","faculty","course_code","name","credits","level","term","section_number","location","instructor","capacity","enrolled","status","meeting_type","meeting_date","meeting_start_date","meeting_end_date","meeting_days","meeting_start_time","meeting_end_time","meeting_building","meeting_room"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Thur","11:30 AM","02:20 PM","BMED","1618"
,,,,,,,,,,,,,"EXAM","2022/12/13",,,"Tues","02:30 PM","04:30 PM",,
"BIOM*3010*0103","BIOM","3010","Comparative Mammalian Anatomy","0.50","Undergraduate","Fall 2022","0103","Guelph","M. Vickaryous","40","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed","02:30 PM","03:20 PM","MCLN","102"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Tues","02:30 PM","05:20 PM","BMED","1602"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Tues","02:30 PM","05:20 PM","BMED","1618"
,,,,,,,,,,,,,"EXAM","2022/12/13",,,"Tues","02:30 PM","04:30 PM",,
"BIOM*3010*0104","BIOM","3010","Comparative Mammalian Anatomy","0.50","Undergraduate","Fall 2022","0104","Guelph","M. Vickaryous","40","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed","02:30 PM","03:20 PM","MCLN","102"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Tues","11:30 AM","02:20 PM","BMED","1602"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Tues","11:30 AM","02:20 PM","BMED","1618"
,,,,,,,,,,,,,"EXAM","2022/12/13",,,"Tues","02:30 PM","04:30 PM",,
"BIOM*3090*DE01","BIOM","3090","Principles of Pharmacology","0.50","Undergraduate","Fall 2022","DE01","Guelph","L. Favetta","90","0","Closed","Distance Education",,"2022/09/08","2022/12/16",,,,,
"BIOM*3200*DE01","BIOM","3200","Biomedical Physiology","1.00","Undergraduate","Fall 2022","DE01","Guelph","L. Favetta","190","1","Open","Distance Education",,"2022/09/08","2022/12/16",,,,,
,,,,,,,,,,,,,"EXAM","2022/12/07",,,"Wed","08:30 AM","10:30 AM",,
"BIOM*3210*01","BIOM","3210","Critical Think in Health Sci","0.50","Undergraduate","Fall 2022","01","Guelph","B. Hanna","125","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","01:30 PM","02:20 PM","RICH","2520"
,,,,,,,,,,,,,"EXAM","2022/12/13",,,"Tues","11:30 AM","01:30 PM",,
"BIOM*4070*0101","BIOM","4070","Biomedical Histology","0.50","Undergraduate","Fall 2022","0101","Guelph","R. Sabry","40","0","Closed","LEC",,"2022/09/08","2022/12/16","Tues Thur","11:30 AM","12:50 PM","MCKN","029"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Wed","02:30 PM","05:20 PM","MINS","017"
,,,,,,,,,,,,,"EXAM","2022/12/13",,,"Tues","08:30 AM","10:30 AM",,
"BIOM*4070*0102","BIOM","4070","Biomedical Histology","0.50","Undergraduate","Fall 2022","0102","Guelph","R. Sabry","40","0","Closed","LEC",,"2022/09/08","2022/12/16","Tues Thur","11:30 AM","12:50 PM","MCKN","029"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Thur","02:30 PM","05:20 PM","MINS","017"
,,,,,,,,,,,,,"EXAM","2022/12/13",,,"Tues","08:30 AM","10:30 AM",,
"BIOM*4090*01","BIOM","4090","Pharmacology","0.50","Undergraduate","Fall 2022","01","Guelph","B. Hanna","120","8","Open","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","08:30 AM","09:20 AM","MCKN","117"
,,,,,,,,,,,,,"EXAM","2022/12/07",,,"Wed","08:30 AM","10:30 AM",,
"BIOM*4300*01","BIOM","4300","Biomedical Communications","0.50","Undergraduate","Fall 2022","01","Guelph","N. MacLusky","70","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","10:30 AM","11:20 AM","ANNU","156"
,,,,,,,,,,,,,"EXAM","2022/12/05",,,"Mon","11:30 AM","01:30 PM",,
"BIOM*4300*02","BIOM","4300","Biomedical Communications","0.50","Undergraduate","Fall 2022","02","Guelph","N. MacLusky","70","27","Open","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","03:30 PM","04:20 PM","MCKN","031"
,,,,,,,,,,,,,"EXAM","2022/12/05",,,"Mon","11:30 AM","01:30 PM",,
"BIOM*4500*01","BIOM","4500","Lit-Based Rsch in Biom. Sci.","0.50","Undergraduate","Fall 2022","01","Guelph","J. Petrik","25","16","Open","LAB",,"2022/09/08","2022/12/16",,,,,
"BIOM*4510*01","BIOM","4510","Research in Biomedical Sci.","1.00","Undergraduate","Fall 2022","01","Guelph","J. Petrik","30","26","Open","LAB",,"2022/09/08","2022/12/16",,,,,
"BIOM*4521*01","BIOM","4521","Research in Biomedical Sci.","1.00","Undergraduate","Fall 2022","01","Guelph","J. Petrik","60","15","Open","LAB",,"2022/09/08","2022/12/16",,,,,
"BIOM*4522*01","BIOM","4522","Research in Biomedical Sci.","1.00","Undergraduate","Fall 2022","01","Guelph","J. Petrik","40","40","Open","LAB",,"2022/09/08","2022/12/16",,,,,
"BIOM*6100*01","BIOM","6100","Research Proposal","0.50","Graduate","Fall 2022","01","Guelph","R. Moorehead","12","8","Open","LEC",,"2022/09/08","2022/12/16","Fri","08:30 AM","09:50 AM","OVCM","3648"
"BIOM*6110*01","BIOM","6110","Research Methods","0.50","Graduate","Fall 2022","01","Guelph","R. Moorehead","10","7","Open","LEC",,"2022/09/08","2022/12/16",,,,,
"BIOM*6130*01","BIOM","6130","Vertebrate Dvlpmntl Biology","0.50","Graduate","Fall 2022","01","Guelph","L. Favetta","25","7","Open","LEC",,"2022/09/08","2022/12/16","Tues Fri","10:00 AM","11:20 AM","ECLA","3708"
"BIOM*6310*01","BIOM","6310","Advanced Cancer Biology","0.50","Graduate","Fall 2022","01","Guelph","R. Moorehead","12","2","Open","LEC",,"2022/09/08","2022/12/16","Tues Thur","12:30 PM","01:50 PM","OVCM","3648"
"BIOM*6400*01","BIOM","6400","Crtitical Thinking in Med Res","0.50","Graduate","Fall 2022","01","Guelph","B. Hanna","20","4","Open","LEC",,"2022/09/08","2022/12/16","Tues Thur","02:30 PM","03:50 PM","ECLA","3708"
"BIOM*6602*01","BIOM","6602","Reproduct'n/Biotechnology","0.50","Graduate","Fall 2022","01","Guelph","L. Favetta","10","1","Open","LEC",,"2022/09/08","2022/12/16","Fri","02:30 PM","03:50 PM","OVCM","3648"
"BIOM*6900*01","BIOM","6900","Research Project in Biomed Sci","1.00","Graduate","Fall 2022","01","Guelph","C. Bailey","8","6","Open","LEC",,"2022/09/08","2022/12/16",,,,,
"BIOM*6910*01","BIOM","6910","Practicum in Biomedical Sci","1.00","Graduate","Fall 2022","01","Guelph","O. Oluwole","1","1","Open","LEC",,"2022/09/08","2022/12/16",,,,,
"BIOM*6930*01","BIOM","6930","Human Regenerative Medicine","1.00","Graduate","Fall 2022","01","Guelph","S. Lepage","15","7","Open","LEC",,"2022/09/08","2022/12/16","Thur","08:30 AM","09:50 AM","ECLA","3708"
"BIOP*6010*01","BIOP","6010","Biophysics Seminar","0.00","Graduate","Fall 2022","01","Guelph","H. Eberl","10","6","Open","LEC",,"2022/09/08","2022/12/16",,,,,
"BIOT*6500*01","BIOT","6500","Molecular Biotechnology","0.50","Graduate","Fall 2022","01","Guelph","T. Akhtar","30","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon","09:30 AM","12:20 PM","CRSC","403"
"BIOT*6600*01","BIOT","6600","Innovation Management","0.50","Graduate","Fall 2022","01","Guelph","F. Arndt","20","0","Closed","LEC",,"2022/09/08","2022/12/16","Wed Fri","08:30 AM","09:50 AM","MCKN","313"
"BIOT*6600*02","BIOT","6600","Innovation Management","0.50","Graduate","Fall 2022","02","Guelph","F. Arndt","60","48","Open","LEC",,"2022/09/08","2022/12/16","Wed Fri","11:30 AM","12:50 PM","MCLN","107"
"BIOT*6800*01","BIOT","6800","Biotechnology Research Project","1.00","Graduate","Fall 2022","01","Guelph","I. Tetlow","15","5","Open","LEC",,"2022/09/08","2022/12/16",,,,,
"BLCK*1000*01","BLCK","1000","Introduction to Black Studies","0.50","Undergraduate","Fall 2022","01","Guelph","M. Hinds Myrie","50","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","11:30 AM","12:20 PM","MCKN","228"
,,,,,,,,,,,,,"EXAM","2022/12/05",,,"Mon","07:00 PM","09:00 PM",,
"BOT*2100*0101","BOT","2100","Life Strategies of Plants","0.50","Undergraduate","Fall 2022","0101","Guelph","I. Tetlow, T. Akhtar","48","0","Closed","LEC",,"2022/09/08","2022/12/16","Tues Thur","08:30 AM","09:50 AM","MINS","300"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Wed","02:30 PM","05:20 PM","SSC","3304"
,,,,,,,,,,,,,"EXAM","2022/12/05",,,"Mon","02:30 PM","04:30 PM",,
"BOT*2100*0102","BOT","2100","Life Strategies of Plants","0.50","Undergraduate","Fall 2022","0102","Guelph","I. Tetlow, T. Akhtar","48","0","Closed","LEC",,"2022/09/08","2022/12/16","Tues Thur","08:30 AM","09:50 AM","MINS","300"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Thur","02:30 PM","05:20 PM","SSC","3304"
,,,,,,,,,,,,,"EXAM","2022/12/05",,,"Mon","02:30 PM","04:30 PM",,
"BOT*3050*0101","BOT","3050","Plant Functional Ecology","0.50","Undergraduate","Fall 2022","0101","Guelph","H. Maherali","48","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","10:30 AM","11:20 AM","JTP","2266"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Mon","02:30 PM","05:20 PM","SSC","2306"
"BOT*3050*0102","BOT","3050","Plant Functional Ecology","0.50","Undergraduate","Fall 2022","0102","Guelph","H. Maherali","48","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","10:30 AM","11:20 AM","JTP","2266"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Tues","02:30 PM","05:20 PM","SSC","2306"
"BOT*3410*0101","BOT","3410","Plant Anatomy","0.50","Undergraduate","Fall 2022","0101","Guelph","J. Mathur","48","6","Open","LEC",,"2022/09/08","2022/12/16","Tues Thur","11:30 AM","12:50 PM","ALEX","259"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Tues","02:30 PM","05:20 PM","SSC","3304"
"BUS*4550*01","BUS","4550","Applied Business Project I","0.50","Undergraduate","Fall 2022","01","Guelph","TBA TBA","10","10","Open","LEC",,"2022/09/08","2022/12/16",,,,,
"BUS*4550*02","BUS","4550","Applied Business Project I","0.50","Undergraduate","Fall 2022","02","Guelph","S. McRoberts","30","16","Open","LEC",,"2022/09/08","2022/12/16","Tues","02:30 PM","05:20 PM","MCKN","309"
"BUS*4560*01","BUS","4560","Applied Business Project II","0.50","Undergraduate","Fall 2022","01","Guelph","TBA TBA","10","10","Open","LEC",,"2022/09/08","2022/12/16",,,,,
"BUS*6200*EL01","BUS","6200","Financial Management","0.50","Graduate","Fall 2022","EL01","Guelph","S. Scott","50","0","Closed","Electronic",,"2022/09/08","2022/12/16",,,,,
"BUS*6230*EL01","BUS","6230","Special Topics in Business","0.50","Graduate","Fall 2022","EL01","Guelph","B. Winegard","45","0","Closed","Electronic",,"2022/09/08","2022/12/16",,,,,
"BUS*6300*EL01","BUS","6300","Sustainable Business Practices","0.50","Graduate","Fall 2022","EL01","Guelph","E. Kurucz","50","13","Open","Electronic",,"2022/09/08","2022/12/16",,,,,
"BUS*6440*EL01","BUS","6440","Business Analytics","0.50","Graduate","Fall 2022","EL01","Guelph","C. Bravo Monge","60","27","Open","Electronic",,"2022/09/08","2022/12/16",,,,,
"BUS*6440*EL02","BUS","6440","Business Analytics","0.50","Graduate","Fall 2022","EL02","Guelph","C. Bravo Monge","60","24","Open","Electronic",,"2022/09/08","2022/12/16",,,,,
"BUS*6590*EL01","BUS","6590","Organizational Theory & Design","0.50","Graduate","Fall 2022","EL01","Guelph","TBA TBA","50","36","Open","Electronic",,"2022/09/08","2022/12/16",,,,,
"BUS*6800*EL01","BUS","6800","Readings in Leadership I","0.50","Graduate","Fall 2022","EL01","Guelph","TBA TBA","50","37","Open","Electronic",,"2022/09/08","2022/12/16",,,,,
"BUS*6840*01","BUS","6840","Theories of Management","0.50","Graduate","Fall 2022","01","Guelph","R. Baker","10","8","Open","LEC",,"2022/09/08","2022/12/16","Mon","11:30 AM","02:20 PM","MAC","218"
"BUS*6900*EL01","BUS","6900","Major Research Project","1.00","Graduate","Fall 2022","EL01","Guelph","TBA TBA","15","0","Closed","Electronic",,"2022/09/08","2022/12/16",,,,,
"CCJP*6100*01","CCJP","6100","Governing Criminal Justice","0.50","Graduate","Fall 2022","01","Guelph","D. Baker","20","12","Open","LEC",,"2022/09/08","2022/12/16","Wed","11:30 AM","02:20 PM","MACN","202"
"CCJP*6200*01","CCJP","6200","Professional Seminar in CCJP","0.25","Graduate","Fall 2022","01","Guelph","TBA TBA","20","12","Open","LEC",,"2022/09/08","2022/12/16","Fri","11:30 AM","02:20 PM","MCKN","119"
"CCJP*6300*01","CCJP","6300","Rsch Methods:Criminal Justice","0.75","Graduate","Fall 2022","01","Guelph","M. Dawson","18","11","Open","LEC",,"2022/09/08","2022/12/16","Thur","02:30 PM","05:20 PM","MCKN","312"
"CCJP*6660*01","CCJP","6660","Major Research Paper","1.00","Graduate","Fall 2022","01","Guelph","TBA TBA","20","15","Open","LEC",,"2022/09/08","2022/12/16",,,,,
"CDE*6070*01","CDE","6070","Foundations: Capacity Building","0.50","Graduate","Fall 2022","01","Guelph","H. Hambly Odame","20","12","Open","LEC",,"2022/09/08","2022/12/16","Mon","08:30 AM","11:20 AM","JH","006"
"CDE*6260*01","CDE","6260","Research Design","0.50","Graduate","Fall 2022","01","Guelph","A. Lauzon","20","13","Open","LEC",,"2022/09/08","2022/12/16","Thur","11:30 AM","02:20 PM","JH","006"
"CDE*6311*01","CDE","6311","Community Engagement","0.50","Graduate","Fall 2022","01","Guelph","A. Chowdhury","20","10","Open","LEC",,"2022/09/08","2022/12/16","Tues","08:30 AM","11:20 AM","LA","133"
"CDE*6410*01","CDE","6410","Readings: Capacity Building","0.50","Graduate","Fall 2022","01","Guelph","TBA TBA","10","10","Open","LEC",,"2022/09/08","2022/12/16",,,,,
"CDE*6900*01","CDE","6900","Major Research Paper","1.00","Graduate","Fall 2022","01","Guelph","TBA TBA","15","15","Open","LEC",,"2022/09/08","2022/12/16",,,,,
"CHEM*1040*0101","CHEM","1040","General Chemistry I","0.50","Undergraduate","Fall 2022","0101","Guelph","A. Houmam","24","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","02:30 PM","03:20 PM","ROZH","104"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Mon","07:00 PM","09:50 PM","SSC","2101"
,,,,,,,,,,,,,"EXAM","2022/12/12",,,"Mon","08:30 AM","10:30 AM",,
"CHEM*1040*0102","CHEM","1040","General Chemistry I","0.50","Undergraduate","Fall 2022","0102","Guelph","A. Houmam","23","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","02:30 PM","03:20 PM","ROZH","104"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Mon","07:00 PM","09:50 PM","SSC","2101"
,,,,,,,,,,,,,"EXAM","2022/12/12",,,"Mon","08:30 AM","10:30 AM",,
"CHEM*1040*0103","CHEM","1040","General Chemistry I","0.50","Undergraduate","Fall 2022","0103","Guelph","A. Houmam","24","1","Open","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","02:30 PM","03:20 PM","ROZH","104"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Tues","08:30 AM","11:20 AM","SSC","2101"
,,,,,,,,,,,,,"EXAM","2022/12/12",,,"Mon","08:30 AM","10:30 AM",,
"CHEM*1040*0104","CHEM","1040","General Chemistry I","0.50","Undergraduate","Fall 2022","0104","Guelph","A. Houmam","23","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","02:30 PM","03:20 PM","ROZH","104"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Tues","08:30 AM","11:20 AM","SSC","2101"
,,,,,,,,,,,,,"EXAM","2022/12/12",,,"Mon","08:30 AM","10:30 AM",,
"CHEM*1040*0105","CHEM","1040","General Chemistry I","0.50","Undergraduate","Fall 2022","0105","Guelph","A. Houmam","24","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","02:30 PM","03:20 PM","ROZH","104"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Tues","08:30 AM","11:20 AM","SSC","2102"
,,,,,,,,,,,,,"EXAM","2022/12/12",,,"Mon","08:30 AM","10:30 AM",,
"CHEM*1040*0106","CHEM","1040","General Chemistry I","0.50","Undergraduate","Fall 2022","0106","Guelph","A. Houmam","23","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","02:30 PM","03:20 PM","ROZH","104"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Tues","08:30 AM","11:20 AM","SSC","2102"
,,,,,,,,,,,,,"EXAM","2022/12/12",,,"Mon","08:30 AM","10:30 AM",,
"CHEM*1040*0107","CHEM","1040","General Chemistry I","0.50","Undergraduate","Fall 2022","0107","Guelph","A. Houmam","24","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","02:30 PM","03:20 PM","ROZH","104"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Tues","02:30 PM","05:20 PM","SSC","2101"
,,,,,,,,,,,,,"EXAM","2022/12/12",,,"Mon","08:30 AM","10:30 AM",,
"CHEM*1040*0108","CHEM","1040","General Chemistry I","0.50","Undergraduate","Fall 2022","0108","Guelph","A. Houmam","23","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","02:30 PM","03:20 PM","ROZH","104"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Tues","02:30 PM","05:20 PM","SSC","2101"
,,,,,,,,,,,,,"EXAM","2022/12/12",,,"Mon","08:30 AM","10:30 AM",,
"CHEM*1040*0109","CHEM","1040","General Chemistry I","0.50","Undergraduate","Fall 2022","0109","Guelph","A. Houmam","24","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","02:30 PM","03:20 PM","ROZH","104"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Tues","07:00 PM","09:50 PM","SSC","2101"
,,,,,,,,,,,,,"EXAM","2022/12/12",,,"Mon","08:30 AM","10:30 AM",,
"CHEM*1040*0110","CHEM","1040","General Chemistry I","0.50","Undergraduate","Fall 2022","0110","Guelph","A. Houmam","23","1","Open","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","02:30 PM","03:20 PM","ROZH","104"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Tues","07:00 PM","09:50 PM","SSC","2101"
,,,,,,,,,,,,,"EXAM","2022/12/12",,,"Mon","08:30 AM","10:30 AM",,
"CHEM*1040*0111","CHEM","1040","General Chemistry I","0.50","Undergraduate","Fall 2022","0111","Guelph","A. Houmam","24","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","02:30 PM","03:20 PM","ROZH","104"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Wed","08:30 AM","11:20 AM","SSC","2101"
,,,,,,,,,,,,,"EXAM","2022/12/12",,,"Mon","08:30 AM","10:30 AM",,
"CHEM*1040*0112","CHEM","1040","General Chemistry I","0.50","Undergraduate","Fall 2022","0112","Guelph","A. Houmam","23","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","02:30 PM","03:20 PM","ROZH","104"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Wed","08:30 AM","11:20 AM","SSC","2101"
,,,,,,,,,,,,,"EXAM","2022/12/12",,,"Mon","08:30 AM","10:30 AM",,
"CHEM*1040*0113","CHEM","1040","General Chemistry I","0.50","Undergraduate","Fall 2022","0113","Guelph","A. Houmam","24","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","02:30 PM","03:20 PM","ROZH","104"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Wed","07:00 PM","09:50 PM","SSC","2101"
,,,,,,,,,,,,,"EXAM","2022/12/12",,,"Mon","08:30 AM","10:30 AM",,
"CHEM*1040*0114","CHEM","1040","General Chemistry I","0.50","Undergraduate","Fall 2022","0114","Guelph","A. Houmam","23","1","Open","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","02:30 PM","03:20 PM","ROZH","104"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Wed","07:00 PM","09:50 PM","SSC","2101"
,,,,,,,,,,,,,"EXAM","2022/12/12",,,"Mon","08:30 AM","10:30 AM",,
"CHEM*1040*0115","CHEM","1040","General Chemistry I","0.50","Undergraduate","Fall 2022","0115","Guelph","A. Houmam","24","1","Open","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","02:30 PM","03:20 PM","ROZH","104"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Wed","07:00 PM","09:50 PM","SSC","2102"
,,,,,,,,,,,,,"EXAM","2022/12/12",,,"Mon","08:30 AM","10:30 AM",,
"CHEM*1040*0116","CHEM","1040","General Chemistry I","0.50","Undergraduate","Fall 2022","0116","Guelph","A. Houmam","23","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","02:30 PM","03:20 PM","ROZH","104"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Wed","07:00 PM","09:50 PM","SSC","2102"
,,,,,,,,,,,,,"EXAM","2022/12/12",,,"Mon","08:30 AM","10:30 AM",,
"CHEM*1040*0117","CHEM","1040","General Chemistry I","0.50","Undergraduate","Fall 2022","0117","Guelph","A. Houmam","24","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","02:30 PM","03:20 PM","ROZH","104"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Thur","08:30 AM","11:20 AM","SSC","2101"
,,,,,,,,,,,,,"EXAM","2022/12/12",,,"Mon","08:30 AM","10:30 AM",,
"CHEM*1040*0118","CHEM","1040","General Chemistry I","0.50","Undergraduate","Fall 2022","0118","Guelph","A. Houmam","23","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","02:30 PM","03:20 PM","ROZH","104"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Thur","08:30 AM","11:20 AM","SSC","2101"
,,,,,,,,,,,,,"EXAM","2022/12/12",,,"Mon","08:30 AM","10:30 AM",,
"CHEM*1040*0119","CHEM","1040","General Chemistry I","0.50","Undergraduate","Fall 2022","0119","Guelph","A. Houmam","24","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","02:30 PM","03:20 PM","ROZH","104"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Thur","02:30 PM","05:20 PM","SSC","2101"
,,,,,,,,,,,,,"EXAM","2022/12/12",,,"Mon","08:30 AM","10:30 AM",,
"CHEM*1040*0120","CHEM","1040","General Chemistry I","0.50","Undergraduate","Fall 2022","0120","Guelph","A. Houmam","23","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","02:30 PM","03:20 PM","ROZH","104"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Thur","02:30 PM","05:20 PM","SSC","2101"
,,,,,,,,,,,,,"EXAM","2022/12/12",,,"Mon","08:30 AM","10:30 AM",,
"CHEM*1040*0121","CHEM","1040","General Chemistry I","0.50","Undergraduate","Fall 2022","0121","Guelph","A. Houmam","24","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","02:30 PM","03:20 PM","ROZH","104"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Thur","07:00 PM","09:50 PM","SSC","2101"
,,,,,,,,,,,,,"EXAM","2022/12/12",,,"Mon","08:30 AM","10:30 AM",,
"CHEM*1040*0122","CHEM","1040","General Chemistry I","0.50","Undergraduate","Fall 2022","0122","Guelph","A. Houmam","23","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","02:30 PM","03:20 PM","ROZH","104"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Thur","07:00 PM","09:50 PM","SSC","2101"
,,,,,,,,,,,,,"EXAM","2022/12/12",,,"Mon","08:30 AM","10:30 AM",,
"CHEM*1040*0123","CHEM","1040","General Chemistry I","0.50","Undergraduate","Fall 2022","0123","Guelph","A. Houmam","24","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","02:30 PM","03:20 PM","ROZH","104"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Thur","07:00 PM","09:50 PM","SSC","2102"
,,,,,,,,,,,,,"EXAM","2022/12/12",,,"Mon","08:30 AM","10:30 AM",,
"CHEM*1040*0124","CHEM","1040","General Chemistry I","0.50","Undergraduate","Fall 2022","0124","Guelph","A. Houmam","23","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","02:30 PM","03:20 PM","ROZH","104"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Thur","07:00 PM","09:50 PM","SSC","2102"
,,,,,,,,,,,,,"EXAM","2022/12/12",,,"Mon","08:30 AM","10:30 AM",,
"CHEM*1040*0125","CHEM","1040","General Chemistry I","0.50","Undergraduate","Fall 2022","0125","Guelph","A. Houmam","24","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","02:30 PM","03:20 PM","ROZH","104"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Fri","08:30 AM","11:20 AM","SSC","2101"
,,,,,,,,,,,,,"EXAM","2022/12/12",,,"Mon","08:30 AM","10:30 AM",,
"CHEM*1040*0226","CHEM","1040","General Chemistry I","0.50","Undergraduate","Fall 2022","0226","Guelph","R. deLaat","23","0","Closed","LEC",,"2022/09/08","2022/12/16","Tues Thur","01:00 PM","02:20 PM","WMEM","103"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Fri","08:30 AM","11:20 AM","SSC","2101"
,,,,,,,,,,,,,"EXAM","2022/12/12",,,"Mon","08:30 AM","10:30 AM",,
"CHEM*1040*0227","CHEM","1040","General Chemistry I","0.50","Undergraduate","Fall 2022","0227","Guelph","R. deLaat","24","0","Closed","LEC",,"2022/09/08","2022/12/16","Tues Thur","01:00 PM","02:20 PM","WMEM","103"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Mon","07:00 PM","09:50 PM","SSC","2102"
,,,,,,,,,,,,,"EXAM","2022/12/12",,,"Mon","08:30 AM","10:30 AM",,
"CHEM*1040*0228","CHEM","1040","General Chemistry I","0.50","Undergraduate","Fall 2022","0228","Guelph","R. deLaat","23","0","Closed","LEC",,"2022/09/08","2022/12/16","Tues Thur","01:00 PM","02:20 PM","WMEM","103"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Mon","07:00 PM","09:50 PM","SSC","2102"
,,,,,,,,,,,,,"EXAM","2022/12/12",,,"Mon","08:30 AM","10:30 AM",,
"CHEM*1040*0229","CHEM","1040","General Chemistry I","0.50","Undergraduate","Fall 2022","0229","Guelph","R. deLaat","24","0","Closed","LEC",,"2022/09/08","2022/12/16","Tues Thur","01:00 PM","02:20 PM","WMEM","103"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Tues","08:30 AM","11:20 AM","SSC","2103"
